,Focal_depth, Latitude, Longitude, Richter
0,0.05030487804878049,0.09838219026548671,0.5785642849205467,0.8181818181818181
1,0.054878048780487805,0.7744745575221239,0.9192410267807533,0.0
2,0.08689024390243902,0.7490320796460178,0.8965996221802421,0.0
3,0.10213414634146341,0.661504424778761,0.89207134126014,0.36363636363636376
4,0.04573170731707317,0.3099419247787611,0.9716912990332258,0.18181818181818188
5,0.0,0.6193307522123894,0.8349261029003222,0.36363636363636376
6,0.21189024390243902,0.31657909292035397,0.9719968885431713,0.27272727272727243
7,0.09146341463414634,0.6140763274336283,0.7599177686409601,0.18181818181818188
8,0.07621951219512195,0.36538993362831856,0.9609956661851317,0.18181818181818188
9,0.18140243902439024,0.3469303097345133,0.3008667629736637,0.18181818181818188
10,0.3003048780487805,0.7119054203539824,0.6970496721857984,0.4545454545454543
11,0.019817073170731708,0.8449253318584071,0.06670185576175135,0.27272727272727243
12,0.039634146341463415,0.845132743362832,0.06689632181353486,0.09090909090909136
13,0.08841463414634146,0.4241565265486726,0.9215746194021558,0.18181818181818188
14,0.05030487804878049,0.15134126106194687,0.6036781864651628,0.18181818181818188
15,0.0,0.15410674778761058,0.9665518390932325,0.0
16,0.041158536585365856,0.7101769911504425,0.478803200355595,0.36363636363636376
17,0.07621951219512195,0.7151548672566372,0.765251694632737,0.09090909090909136
18,0.0701219512195122,0.5593888274336284,0.6565173908212023,0.0
19,0.5685975609756098,0.4151686946902655,0.8554283809312145,0.0
20,0.06707317073170732,0.8730641592920355,0.08517613068118678,0.27272727272727243
21,0.05030487804878049,0.8551576327433629,0.07489721080120015,0.0
22,0.006097560975609756,0.8624861725663717,0.07975886209578843,0.27272727272727243
23,0.025914634146341462,0.8664269911504425,0.08520391154572735,0.18181818181818188
24,0.0350609756097561,0.8497649336283186,0.07764751639071012,0.27272727272727243
25,0.039634146341463415,0.8549502212389382,0.07642515835092793,0.18181818181818188
26,0.04878048780487805,0.8748617256637169,0.08770418935437276,0.09090909090909136
27,0.24390243902439024,0.4624585176991151,0.8391765751750193,0.27272727272727243
28,0.038109756097560975,0.8499723451327434,0.07228580953439273,0.27272727272727243
29,0.018292682926829267,0.8770049778761062,0.09264918324258248,0.18181818181818188
30,0.01524390243902439,0.8780420353982302,0.09239915546171801,0.18181818181818188
31,0.053353658536585365,0.8730641592920355,0.08692632514723864,0.36363636363636376
32,0.03353658536585366,0.8513550884955752,0.07539726636292925,0.0
33,0.07774390243902439,0.48672566371681414,0.7681964662740303,0.0
34,0.0625,0.8857162610619469,0.0904822758084232,0.0
35,0.054878048780487805,0.8752765486725664,0.09237137459717745,0.09090909090909136
36,0.021341463414634148,0.8527378318584072,0.0757584176019558,0.0
37,0.036585365853658534,0.8489352876106195,0.0710078897655295,0.0
38,0.003048780487804878,0.8762444690265487,0.09237137459717745,0.0
39,0.2804878048780488,0.4598313053097345,0.8421491276808533,0.0
40,0.03353658536585366,0.8510094026548674,0.07709189909989998,0.0
41,0.009146341463414634,0.8849557522123894,0.09101011223469278,0.09090909090909136
42,0.05030487804878049,0.42222068584070793,0.8721802422491388,0.6363636363636362
43,0.15091463414634146,0.42464048672566373,0.9005445049449937,0.4545454545454543
44,0.0350609756097561,0.7732300884955753,0.9180464496055117,0.09090909090909136
45,0.07469512195121951,0.4328678097345133,0.5973441493499277,0.4545454545454543
46,0.03353658536585366,0.7389380530973452,0.886237359706634,0.4545454545454543
47,0.024390243902439025,0.7400442477876107,0.8866818535392821,0.09090909090909136
48,0.07469512195121951,0.4408185840707965,0.8870152239137682,0.09090909090909136
49,0.17378048780487804,0.06941371681415924,0.42299144349372153,0.0
50,0.15396341463414634,0.07190265486725658,0.42340815646182905,0.0
51,0.08231707317073171,0.07134955752212385,0.42310256695188353,0.18181818181818188
52,0.06402439024390244,0.7599557522123893,0.9084620513390376,0.6363636363636362
53,0.018292682926829267,0.7251797566371682,0.8868207578619847,0.36363636363636376
54,0.11585365853658537,0.7580890486725664,0.9060173352594731,0.5454545454545456
